ID,LABEL
BERVO:0001081,Maximum root ammonium uptake rate
BERVO:0001082,Km for root ammonium uptake
BERVO:0001083,Minimum ammonium concentration for root ammonium uptake
BERVO:0001084,Maximum root nitrate uptake rate
BERVO:0001085,Km for root nitrate uptake
BERVO:0001086,Minimum nitrate concentration for root ammonium uptake
BERVO:0001087,Maximum root phosphate uptake rate
BERVO:0001088,Km for root phosphate uptake
BERVO:0001089,Minimum phosphate concentration for root ammonium uptake
BERVO:0001090,Root internal radius
BERVO:0001091,Root N:C ratio x root growth yield
BERVO:0001092,Root P:C ratio x root growth yield
BERVO:0001093,Non-structural chemical element in roots
BERVO:0001094,Maximum radius of primary roots
BERVO:0001095,Maximum radius of secondary roots
BERVO:0001096,Root branching frequency
BERVO:0001097,Root nodule chemical element
BERVO:0001098,Root tortuosity to calculate root gaseous diffusivity
BERVO:0001099,Root layer nonstructural element
BERVO:0001100,Root layer length per plant
BERVO:0001101,Root layer length primary axes
BERVO:0001102,Root layer length secondary axes
BERVO:0001103,Root length density in soil layers
BERVO:0001104,Root layer number primary axes
BERVO:0001105,Root layer number axes
BERVO:0001106,Root layer number secondary axes
BERVO:0001107,Root layer average length
BERVO:0001108,Root layer area per plant
BERVO:0001109,Root layer volume water
BERVO:0001110,Root layer diameter primary axes
BERVO:0001111,Root layer volume air
BERVO:0001112,Root layer depth
BERVO:0001113,Root layer diameter secondary axes
BERVO:0001114,Specific root length primary axes
BERVO:0001115,Specific root length secondary axes
BERVO:0001116,Root water uptake
BERVO:0001117,Root total water potential
BERVO:0001118,Root osmotic water potential
BERVO:0001119,Root turgor water potential
BERVO:0001120,Root gaseous tracer content
BERVO:0001121,Root dissolved gaseous tracer content
BERVO:0001122,Total root gas content
BERVO:0001123,Root carbon per plant
BERVO:0001124,Plant root element
BERVO:0001125,Plant root structural element
BERVO:0001126,Root layer protein carbon
BERVO:0001127,Root layer element primary axes
BERVO:0001128,Root layer element secondary axes
BERVO:0001129,Root layer carbon
BERVO:0001130,Root layer nodule element
BERVO:0001131,Root total nodule mass
BERVO:0001132,Root layer structural carbon
BERVO:0001134,Root layer nonstructural element concentration
BERVO:0001135,Root carbon primary axes
BERVO:0001136,Root layer protein carbon concentration
BERVO:0001137,Root chemical element mass in soil layer
BERVO:0001138,Root Conductance for gas uptake
BERVO:0001139,Surface litter bulk density
BERVO:0001140,Surface litter boundary layer conductance
BERVO:0001141,"Surface litter type:1 = plant, 2 = manure"
BERVO:0001142,Factor for surface litter incorporation and soil mixing
BERVO:0001143,Water transfer between soil surface and surface litter
BERVO:0001144,Meltwater flux into surface litter
BERVO:0001145,Fraction of soil surface covered by surface litter
BERVO:0001146,Net heat transfer to surface litter
BERVO:0001147,Surface litter volume
BERVO:0001148,Threshold surface litter heat capacity
BERVO:0001149,Surface litter water holding capacity
BERVO:0001150,Net water transfer to surface litter
BERVO:0001151,Water from ice thaw in surface litter
BERVO:0001152,Latent heat released from water freeze in surface litter
BERVO:0001153,Precipitation flux into surface litter
BERVO:0001154,Irrigation flux into surface litter
BERVO:0001155,Litter porosity
BERVO:0001156,Surface litter organic matter in each complex
BERVO:0001157,Surface litter organic matter in the autotrophic complex
BERVO:0001158,Total initial water mass in litter layer
BERVO:0001159,Total final water mass in litter layer
BERVO:0001160,Total precipitation reaches the litter layer
BERVO:0001161,Microbial radius
BERVO:0001162,Microbial density
BERVO:0001163,Microbial surface area
BERVO:0001164,Inhibition of decomposition by microbial concentration
BERVO:0001165,Maximum remobilization of microbial nitrogen
BERVO:0001166,Maximum P recycling fractions
BERVO:0001168,Maximum remobilization of microbial phosphorus
BERVO:0001169,Fraction of nonstructural transferred with priming
BERVO:0001170,"Fraction of microbial C,N,P transferred with priming"
BERVO:0001171,Rate constant for transferring nonstructural to structural microbial C
BERVO:0001172,Dissolved organic carbon product inhibition constant for decomposition
BERVO:0001173,Hydrogen gas product inhibition for methanogenesis
BERVO:0001174,Acetate product inhibition constant for decomposition
BERVO:0001175,Km to slow microbial decomposition with low microbial carbon
BERVO:0001176,Km to slow microbial maintenance respiration with low microbial carbon
BERVO:0001177,Controls carbon remobilization of microbial carbon
BERVO:0001178,Rate for mixing surface litter
BERVO:0001179,Rate for mixing subsurface litter
BERVO:0001180,Minimum ratio of total biological demand for any substrate by any microbial population
BERVO:0001181,Km for soil organic carbon decomposition
BERVO:0001183,Specific oxidation rates for all bacteria
BERVO:0001184,Specific oxidation rates for all fungi
BERVO:0001185,Specific oxidation rates for acetotrophic methanogens
BERVO:0001186,Specific oxidation rates for ammonia oxidizers
BERVO:0001187,Specific oxidation rates for nitrite oxidizers
BERVO:0001188,Specific oxidation rates for methanotrophs
BERVO:0001189,Specific oxidation rates for hydrogenotrophic methanogens
BERVO:0001190,Km for dissolved organic carbon uptake by heterotrophs bacteria and fungi
BERVO:0001191,Km for acetate uptake by heterotrophic fermenters
BERVO:0001192,Km for acetate uptake by acetotrophic methanogens
BERVO:0001193,Km for carbon dioxide uptake
BERVO:0001194,Km for methane uptake
BERVO:0001195,Km for ammonium uptake by nitrifiers
BERVO:0001196,Km for nitrite uptake by nitrifiers
BERVO:0001197,Km for nitrate uptake by denitrifiers
BERVO:0001198,Km for nitrite uptake by denitrifiers
BERVO:0001199,Km for nitrous oxide uptake by denitrifiers
BERVO:0001200,Maximum uptake rate for ammonium uptake kinetics by all microbial functional groups
BERVO:0001201,Km for ammonium uptake kinetics by all microbial functional groups
BERVO:0001202,Minimum concentration for ammonium uptake kinetics by all microbial functional groups
BERVO:0001203,Maximum uptake rate for NO3 uptake kinetics by all microbial functional groups
BERVO:0001204,Km for NO3 uptake kinetics by all microbial functional groups
BERVO:0001205,Minimum concentration for NO3 uptake kinetics by all microbial functional groups
BERVO:0001206,Maximum rate for H2PO4 uptake kinetics by all microbial functional groups
BERVO:0001207,Km for H2PO4 uptake kinetics by all microbial functional groups
BERVO:0001208,Minimum concentration for H2PO4 uptake kinetics by all microbial functional groups
BERVO:0001209,Km for nitrogen gas uptake by diazotrophs
BERVO:0001210,Km for hydrogen gas uptake by hydrogenotrophic methanogens
BERVO:0001211,Efficiency carbon dioxide conversion to biomass by ammonia oxidizers
BERVO:0001212,Efficiency carbon dioxide conversion to biomass by nitrite oxidizers
BERVO:0001213,Efficiency carbon dioxide conversion to biomass by methane oxidizers
BERVO:0001214,N2:ratios for e- transfers to NO3 by denitrifiers
BERVO:0001215,N2:ratios for e- transfers to Nby denitrifiers
BERVO:0001216,N2:ratios for e- transfers to nitrous oxide by denitrifiers
BERVO:0001217,Parameter for nitrification inhibition
BERVO:0001218,Inhibition of nitrification inhibition by NH3
BERVO:0001219,Product inhibn for NOx reduction by denitrifiers
BERVO:0001220,Product inhibn for NH3 oxidation by nitrifiers
BERVO:0001221,Km for uptake by nitrifiers
BERVO:0001222,Energy requirements for microbial growth of aerobic bacteria
BERVO:0001223,Energy requirements for microbial growth of denitrifiers
BERVO:0001224,Energy requirements for microbial growth of fungi
BERVO:0001225,Energy requirements for microbial growth of fermenters
BERVO:0001226,Energy requirements for microbial growth of methanogens
BERVO:0001227,Energy requirements for microbial growth of diazotrophs
BERVO:0001228,Free energy yields of redox reactions for DOC-carbon dioxide
BERVO:0001229,Free energy yields of redox reactions for carbon dioxide-CH4
BERVO:0001230,Free energy yields of redox reactions for DOC-acetate
BERVO:0001231,Free energy yields of redox reactions for acetate-carbon dioxide
BERVO:0001232,Free energy yields of redox reactions for acetate-CH4
BERVO:0001234,"Free energy yields of redox reactions for NO3-NO2, NO2-N2O,N2O-N2"
BERVO:0001235,Free energy yields of redox reactions for N2-NH3
BERVO:0001236,Growth respiration efficiency for aerobic nitrogen fixation
BERVO:0001237,Growth respiration efficiency for anaerobic nitrogen fixation
BERVO:0001238,Growth respiration efficiency for aerobic bacteria (DOC)
BERVO:0001239,Growth respiration efficiency for fermenters
BERVO:0001240,Growth respiration efficiency for fungi
BERVO:0001241,Growth respiration efficiency for denitrifiers (aerobic)
BERVO:0001242,Growth respiration efficiency for diazotrophs
BERVO:0001243,Growth respiration efficiency for denitrifiers (anaerobic)
BERVO:0001244,Growth respiration efficiency for aerobic bacteria (acetate)
BERVO:0001245,Sorption rate constant for OHC
BERVO:0001246,Sorption rate coefficient for OHC
BERVO:0001247,Specific decomposition rate constant for adsorbed soil organic carbon
BERVO:0001248,Specific decomposition rate constant for adsorbed acetate
BERVO:0001249,Specific maintenance respiration
BERVO:0001250,Specific decomposition rate constant microbial residue
BERVO:0001251,Specific decomposition rate constant microbial biomass
BERVO:0001253,Partition coefficient for N loss as NH3 and P loss as phosphate during combustion
BERVO:0001254,Erosion rate
BERVO:0001255,Soil detachment
BERVO:0001256,Soil detachability
BERVO:0001257,Soil detachment/deposition
BERVO:0001258,Soil detachment/deposition shape parameter
BERVO:0001259,Particle density of surface layer
BERVO:0001260,Hourly sinking rate
BERVO:0001261,Sediment transport
BERVO:0001262,Total sand erosion
BERVO:0001263,Total silt erosion
BERVO:0001264,Total clay erosion
BERVO:0001265,Total ammonium fertilizer erosion non-band
BERVO:0001266,Total ammonia fertilizer erosion non-band
BERVO:0001267,Total urea fertilizer erosion non-band
BERVO:0001268,Total nitrate fertilizer erosion non-band
BERVO:0001269,Total ammonium fertilizer erosion band
BERVO:0001270,Total ammonia fertilizer erosion band
BERVO:0001271,Total urea fertilizer erosion band
BERVO:0001272,Total nitrate fertilizer erosion band
BERVO:0001273,Total adsorbed sediment erosion non-band
BERVO:0001274,Total adsorbed aluminum hydroxide erosion
BERVO:0001275,Sediment erosion
BERVO:0001276,Microbial residue carbon erosion
BERVO:0001277,Adsorbed carbon erosion
BERVO:0001278,Humus carbon erosion
BERVO:0001279,Colonized humus carbon erosion
BERVO:0001280,Seconds per hour
BERVO:0001281,Seconds per day
BERVO:0001282,Seconds in a normal year
BERVO:0001283,Volumetric heat capacity for water
BERVO:0001284,Volumetric heat capacity for ice
BERVO:0001285,Heat capacity for organic matter
BERVO:0001286,Volumetric heat capacity for fresh snow
BERVO:0001287,Frozen temperature
BERVO:0001288,Temperature for converting celcius to Kelvin
BERVO:0001289,Reference temperature for atmospheric variables
BERVO:0001290,Minimum heat capacities for solving snowpack layered water and heat fluxes
BERVO:0001291,Minimum heat capacities for solving surface litter water and heat fluxes
BERVO:0001292,Minimum heat capacities for solving soil water and heat fluxes
BERVO:0001296,Saturated water pressure
BERVO:0001298,Latent heat of fusion release from water to ice
BERVO:0001299,Latent heat of vaporization of water
BERVO:0001300,Sublimation of ice
BERVO:0001301,Assumed thermal conductivity below lower soil boundary
BERVO:0001302,Universal gas constant
BERVO:0001303,Density of organic carbon
BERVO:0001304,Elapsing height for atmospheric pressure
BERVO:0001305,Soil porosity ^ 2/3
BERVO:0001306,Minimum soil organic carbon for combustion
BERVO:0001307,Maximum soil water content for combustion
BERVO:0001308,Fraction of combusted carbon released as methane
BERVO:0001309,"Hygroscopic water potential, very dry (but not air dry)"
BERVO:0001310,Km for heterotrophic uptake
BERVO:0001311,Minimum air-filled porosity for gas transfer
BERVO:0001312,Air content of ice
BERVO:0001313,Ice density
BERVO:0001314,Snowpack surface roughness
BERVO:0001315,C-12 molar mass
BERVO:0001316,N-14 molar mass
BERVO:0001317,P-31 molar mass
BERVO:0001318,Sine of solar inclination angle at twilight
BERVO:0001319,Multiplier to convert organic carbon (g C/d2) to soil mass (Mg/d2)
BERVO:0001320,Maximum hourly radiation
BERVO:0001321,Parameter to calculate hourly air temperature from daily value
BERVO:0001327,Parameter to calculate hourly vapor pressure from daily value
BERVO:0001333,Solar azimuth of solar angle
BERVO:0001334,Cosine of solar angle
BERVO:0001335,Day of year
BERVO:0001336,Monthly atmospheric oxygen
BERVO:0001337,Monthly atmospheric methane
BERVO:0001338,Monthly atmospheric nitrous oxide
BERVO:0001339,Maximum daily air temperature
BERVO:0001340,Minimum daily air temperature
BERVO:0001341,Daily solar radiation
BERVO:0001342,Daily precipitation
BERVO:0001343,Daily wind travel
BERVO:0001344,Daily dewpoint temperature
BERVO:0001345,Hourly air temperature
BERVO:0001346,Hourly solar radiation
BERVO:0001347,Hourly precipitation
BERVO:0001348,Hourly wind speed
BERVO:0001349,Hourly dewpoint temperature
BERVO:0001350,Longwave radiation
BERVO:0001351,Hourly surface atmospheric pressure
BERVO:0001352,Change factor for radiation
BERVO:0001353,Change factor for maximum temperature
BERVO:0001354,Change factor for minimum temperature
BERVO:0001355,Change factor for humidity
BERVO:0001356,Change factor for precipitation
BERVO:0001357,Change factor for wind speed
BERVO:0001358,Change factor for ammonium in precipitation
BERVO:0001359,Change factor for nitrate in precipitation
BERVO:0001360,Shortwave radiation absorbed by the ecosystem
BERVO:0001361,Reference temperature profile from control run to warming experiment
BERVO:0001362,Accumulated change for maximum temperature
BERVO:0001363,Accumulated change for minimum temperature
BERVO:0001364,Accumulated change for radiation
BERVO:0001365,Accumulated change for humidity
BERVO:0001366,Accumulated change for precipitation
BERVO:0001367,Accumulated change for wind speed
BERVO:0001368,Accumulated change for ammonium in precipitation
BERVO:0001369,Accumulated change for nitrate in precipitation
BERVO:0001370,Air temperature
BERVO:0001371,Mean annual temperature
BERVO:0001372,Wind speed
BERVO:0001373,Atmospheric vapor concentration
BERVO:0001374,Atmospheric vapor pressure
BERVO:0001375,Atmospheric pressure
BERVO:0001376,Daylength
BERVO:0001378,Maximum daylength
BERVO:0001379,Sine of solar beam on leaf surface
BERVO:0001380,Sky longwave radiation
BERVO:0001381,Total daily solar radiation
BERVO:0001382,Daily maximum vapor pressure
BERVO:0001383,Daily minimum vapor pressure
BERVO:0001384,Total daily wind travel
BERVO:0001386,TempOffset_col for calculating temperature in Arrhenius curves
BERVO:0001387,Direct precipitation at ground surface used to calculate soil erosion
BERVO:0001388,Indirect precipitation at ground surface used to calculate soil erosion
BERVO:0001389,Initial atmospheric carbon dioxide concentration
BERVO:0001391,Atmospheric gas concentration
BERVO:0001393,Atmospheric oxygen concentration
BERVO:0001394,Atmospheric nitrous oxide concentration
BERVO:0001395,Atmospheric nitrogen concentration
BERVO:0001396,Atmospheric ammonia concentration
BERVO:0001397,Atmospheric methane concentration
BERVO:0001398,Atmospheric hydrogen gas concentration
BERVO:0001399,Atmospheric carbon dioxide concentration
BERVO:0001400,Atmospheric argon gas concentration
BERVO:0001401,Time of solar noon
BERVO:0001402,Direct shortwave radiation
BERVO:0001403,Diffuse shortwave radiation
BERVO:0001404,Direct photosynthetically active radiation
BERVO:0001405,Diffuse photosynthetically active radiation
BERVO:0001406,Sine of solar angle
BERVO:0001407,Sine of solar angle next hour
BERVO:0001408,Total latent heat flux x boundary layer resistance
BERVO:0001409,Total sensible heat flux x boundary layer resistance
BERVO:0001412,Depth of soil heat sink/source
BERVO:0001413,Temperature of soil heat sink/source
BERVO:0001414,Initial mean annual air temperature
BERVO:0001415,Shortwave radiation in solar beam
BERVO:0001416,Photosynthetically active radiation in solar beam
BERVO:0001417,Mean annual air temperature
BERVO:0001418,Mean annual soil temperature
BERVO:0001421,Rainfall
BERVO:0001422,Snowfall
BERVO:0001423,Irrigation
BERVO:0001424,Rainfall + snowfall
BERVO:0001425,Rainfall + irrigation
BERVO:0001426,Cumulative rainfall energy impact on soil surface
BERVO:0001427,Precipitation pH
BERVO:0001428,Precipitation initial ammonium concentration
BERVO:0001429,Precipitation initial nitrate concentration
BERVO:0001430,Precipitation ammonium concentration
BERVO:0001431,Precipitation nitrate concentration
BERVO:0001432,Precipitation H2PO4 concentration
BERVO:0001433,Precipitation volatile concentration
BERVO:0001434,Precipitation HPO4 concentration
BERVO:0001435,Growing degree day with base temperature at oC
BERVO:0001436,Precipitation heat to surface
BERVO:0001437,Water from aboveground falling litter
BERVO:0001438,Parameter for computing RGasSinkScalar_vr
BERVO:0001439,Fraction of snow cover
BERVO:0001440,Fraction of snow-free cover
BERVO:0001441,Fraction of exposed soil surface
BERVO:0001442,Longwave radiation emitted from ground surface
BERVO:0001443,Total net radiation at ground surface
BERVO:0001444,Total latent heat flux at ground surface
BERVO:0001445,Total sensible heat flux at ground surface
BERVO:0001446,Total convective heat flux at ground surface
BERVO:0001447,Total ground heat flux at ground surface
BERVO:0001448,Negative of total evaporation at ground surface
BERVO:0001449,Surface water storage capacity
BERVO:0001450,Soil surface water retention capacity
BERVO:0001451,Minimum heat capacities
BERVO:0001452,Area upscaled soil surface boundary layer conductance
BERVO:0001453,Precipitation flux into soil surface
BERVO:0001454,Irrigation flux into soil surface
BERVO:0001455,Lake surface water flux
BERVO:0001458,"Lake surface heat flux, outgoing positive"
BERVO:0001459,Allocation of residue to kinetic components
BERVO:0001460,Allocation to microbial kinetic fractions
BERVO:0001461,Maximum/minimum mass based heterotrophic microbial N:C
BERVO:0001462,Maximum/minimum mass based heterotrophic microbial P:C
BERVO:0001463,Maximum/minimum mass based autotrophic microbial N:C
BERVO:0001464,Maximum/minimum mass based autotrophic microbial P:C
BERVO:0001465,Group average maximum/minimum mass based microbial N:C
BERVO:0001466,Group average maximum/minimum mass based microbial P:C
BERVO:0001469,Rate constant for litter colonization by heterotrophs
BERVO:0001470,Specific decomposition rate constant
BERVO:0001471,Fractions to allocate nitrogen to kinetic components
BERVO:0001472,Fractions to allocate phosphorus to kinetic components
BERVO:0001473,Default N:C ratios in soil organic carbon complexes
BERVO:0001474,Default P:C ratios in soil organic carbon complexes
BERVO:0001475,Heterotrophic microbial biomass composition in soil organic carbon
BERVO:0001476,Autotrophic microbial biomass composition in soil organic carbon
BERVO:0001477,Soil temperature
BERVO:0001478,Hourly accumulated freeze-thaw flux in micropores
BERVO:0001479,Hourly accumulated freeze-thaw latent heat flux from soil
BERVO:0001480,Hourly accumulated freeze-thaw flux in macropores
BERVO:0001481,Hourly accumulated freeze-thaw latent heat flux from snow
BERVO:0001482,Soil heat capacity
BERVO:0001484,"Heat stored over the grid, including soil, litter and canopy"
BERVO:0001485,Heat source for warming
BERVO:0001486,Numerator for soil solid thermal conductivity
BERVO:0001487,Denominator for soil solid thermal conductivity
BERVO:0001488,"Heat flux into ground, computed from surface energy balance model"
BERVO:0001489,Hourly heat flux into soil layer
BERVO:0001490,Heat loss through drainage
BERVO:0001491,Heat loss through surface runoff
BERVO:0001492,Heat loss through discharge
BERVO:0001493,Heat flow into column
BERVO:0001494,Heat source from heating
BERVO:0001495,Heat associated with freeze-thaw
BERVO:0001496,Heat flux from snow into soil
BERVO:0001497,"Ice influx to layer, essential for pond/lake"
BERVO:0001498,Slope in four directions
BERVO:0001499,Water contents at field capacity
BERVO:0001500,Water contents at wilting point
BERVO:0001501,Soil vertical saturated hydraulic conductivity
BERVO:0001502,Soil horizontal saturated hydraulic conductivity
BERVO:0001503,Water potentials at field capacity
BERVO:0001504,Water potentials at wilting point
BERVO:0001505,Initial soil water content
BERVO:0001506,Initial ice content
BERVO:0001507,Surface albedo
BERVO:0001508,Log soil porosity
BERVO:0001509,Log water content at field capacity
BERVO:0001510,Log water content at wilting point
BERVO:0001511,Log (soil porosity /water content at field capacity)
BERVO:0001513,Shape parameter for water desorption
BERVO:0001514,Fraction of slope in 1 and 2
BERVO:0001515,Initial total soil micropore porosity
BERVO:0001516,Log water potential at saturation
BERVO:0001517,Log water potential at field capacity
BERVO:0001518,Log water potential at wilting point
BERVO:0001520,Log water potential at saturation - log water potential at field capacity
BERVO:0001521,Soil solid heat capacity
BERVO:0001522,Active layer depth of a permafrost soil
BERVO:0001523,Soil organic carbon content
BERVO:0001524,Soil porosity
BERVO:0001525,Soil macropore fraction
BERVO:0001526,Soil sand content
BERVO:0001527,Soil silt content
BERVO:0001528,Soil clay content
BERVO:0001529,Rock fraction
BERVO:0001530,"Initial bulk density,,0=water"
BERVO:0001531,Micropore fraction
BERVO:0001532,Macropore fraction
BERVO:0001533,Path length between macropores
BERVO:0001534,Radius of macropores
BERVO:0001535,Soil bulk density
BERVO:0001536,Number of macropores
BERVO:0001538,Volume of soil occupied by micropores
BERVO:0001539,Volume of micropores
BERVO:0001540,Mass of soil layer
BERVO:0001541,Minimum soil layer mass
BERVO:0001542,Maximum soil layer mass
BERVO:0001546,Total micropore volume in layer
BERVO:0001547,Total macropore volume in layer
BERVO:0001548,Soil volume including macropores+rock
BERVO:0001549,Initial soil volume including macropores+rock
BERVO:0001550,Maximum soil pore (mac+mic) volume allowed
BERVO:0001551,Volumetric heat capacity of snowpack
BERVO:0001552,Snowpack water flux
BERVO:0001553,Runoff snow flux
BERVO:0001554,Snowpack albedo
BERVO:0001555,New snowpack density
BERVO:0001556,Snow temperature
BERVO:0001558,Snowpack heat capacity
BERVO:0001559,Water equivalent dry snow in snowpack layer
BERVO:0001560,Snow water volume in snowpack layer
BERVO:0001561,Snow ice volume in snowpack layer
BERVO:0001562,Snow volume in snowpack layer
BERVO:0001563,Snowpack density
BERVO:0001564,Snowpack layer thickness
BERVO:0001565,Hourly snow water transfer
BERVO:0001566,Hourly snow transfer to each layer
BERVO:0001567,Hourly snow ice transfer to each layer
BERVO:0001568,Hourly convective heat flux from water transfer
BERVO:0001569,Number of snow layers in column
BERVO:0001570,Cumulative depth to bottom of snowpack layer
BERVO:0001571,Maximum snowpack volume allowed in each layer
BERVO:0001572,Snowpack depth
BERVO:0001573,Snow volume in snowpack (water equivalent)
BERVO:0001574,Water volume in snowpack
BERVO:0001575,Ice volume in snowpack
BERVO:0001576,Dry snow volume
BERVO:0001577,Water equivalent snowpack
BERVO:0001578,Minimum layer integrated snowpack heat capacity
BERVO:0001579,Water from snowpack to soil micropores
BERVO:0001580,Water from snowpack to soil macropores
BERVO:0001581,Convective heat from snowpack to soil
BERVO:0001582,Water flux from snowpack to litter
BERVO:0001583,Convective heat flux from snowpack to litter
BERVO:0001584,Snowpack runoff snow
BERVO:0001585,Snowpack runoff water
BERVO:0001586,Snowpack runoff ice
BERVO:0001587,Snowpack runoff heat
BERVO:0001588,Snowpack runoff carbon dioxide flux
BERVO:0001589,Snowpack runoff ammonium flux
BERVO:0001590,Total heat associated with phase change in snow
BERVO:0001591,Disolved volatile tracers in snow
BERVO:0001592,Dissolved nutrient tracers in snow
BERVO:0001593,Snowpack salt dissolved tracers
BERVO:0001594,Total snow-held energy at the beginning of the time step
BERVO:0001595,Total snow-held energy at the end of the time step
BERVO:0001596,Snow mass water eqv at the beginning of the time step
BERVO:0001597,Snow mass water eqv at the end of the time step
BERVO:0001598,Total salt in snow drift
BERVO:0001599,Precipitation to snow
BERVO:0001600,Precipitation heat to snow
BERVO:0001601,Snow water eqv loss to other storage
BERVO:0001602,Total heatloss from snow
BERVO:0001603,Aqueous volatile tracer from snow to litter
BERVO:0001604,Aqueous nutrient tracer from snow to litter
BERVO:0001605,Aqueous volatile tracer from snow to soil
BERVO:0001606,Aqueous nutrient tracer from snow to soil
BERVO:0001607,Aqueous nutrient tracer from snow to band soil
BERVO:0001608,Salt flux from snow to soil
BERVO:0001609,Salt flux from snow to litter
BERVO:0001610,Total mass of volatile tracer in snow at previous time step
BERVO:0001611,Total mass of volatile tracer in snow
BERVO:0001612,Total volatile mass of tracer loss from snow
BERVO:0001613,Total nutrient mass of tracer loss from snow
BERVO:0001614,Total salt mass of tracer loss from snow
BERVO:0001615,Aqueous volatile tracer flux in snow
BERVO:0001616,Aqueous nutrient tracer flux in snow
BERVO:0001617,Aqueous salt tracer flux through snow
BERVO:0001618,Flag for snow redistribution in intermediate iterations
BERVO:0001619,Nutrient loss from snow due to drifting
BERVO:0001620,Volatile loss from snow due to drifting
BERVO:0001621,Salt loss through snow drift
BERVO:0001622,Fertilizer in soil from broadcast
BERVO:0001623,Fertilizer in band from side-dressing
BERVO:0001624,Soil mixing fraction with tillage
BERVO:0001625,Fertilizer application
BERVO:0001626,Depth of fertilizer application
BERVO:0001627,Row spacing of fertilizer band from side-dressing
BERVO:0001628,Row spacing of ammonium fertilizer band from side-dressing
BERVO:0001629,Row spacing of nitrate fertilizer band from side-dressing
BERVO:0001630,Row spacing of phosphate fertilizer band from side-dressing
BERVO:0001631,Sine of leaf angle
BERVO:0001632,Cosine of leaf angle
BERVO:0001633,Sine of indirect sky radiation on leaf surface
BERVO:0001634,Sine of indirect sky radiation on leaf surface/sine of indirect sky radiation
BERVO:0001635,Flag for calculating backscattering of radiation in canopy
BERVO:0001636,Diffuse incoming photosynthetically active radiation
BERVO:0001637,Direct incoming photosynthetically active radiation
BERVO:0001638,Fractionation of leaves in different angle classes
BERVO:0001639,Leaf surface area
BERVO:0001640,Leaf irradiated surface area
BERVO:0001641,Stem surface area
BERVO:0001642,Initial surface litter carbon
BERVO:0001643,Initial surface litter nitrogen
BERVO:0001644,Initial surface litter phosphorus
BERVO:0001645,Fraction of soil organic carbon in kinetic components
BERVO:0001646,N:C ratios of soil organic carbon kinetic components
BERVO:0001647,P:C ratios of soil organic carbon kinetic components
BERVO:0001648,Humus soil organic material chemical element
BERVO:0001649,Total active solid organic carbon
BERVO:0001650,Total solid organic carbon
BERVO:0001651,Active heterotrophic microbial carbon in layer
BERVO:0001652,Adsorbed soil organic material chemical element
BERVO:0001653,Microbial residue chemical element
BERVO:0001654,Dissolved organic matter in micropore
BERVO:0001655,Dissolved organic matter in macropore
BERVO:0001656,Total soil organic matter
BERVO:0001657,Soil organic carbon concentration
BERVO:0001658,Colonized humus carbon in each complex
BERVO:0001659,Total particulate organic carbon
BERVO:0001660,Soil organic matter content
BERVO:0001661,Soil litter particulate carbon content
BERVO:0001662,Allocation coefficient to humus fractions
BERVO:0001663,Total microbial biomass chemical element
BERVO:0001664,"Total soil organic matter, include everything organic (exclude live roots)"
BERVO:0001665,Total litter chemical element
BERVO:0001666,Vertical layered litter chemical element
BERVO:0001667,Total humus chemical element
BERVO:0001668,Partitioning coefficient between particulate organix carbon and litter
BERVO:0001669,Partitioning coefficient between humus and microbial residue
BERVO:0001670,Dissolved organic carbon concentration
BERVO:0001671,Fraction of total organic carbon in complex
BERVO:0001672,Total soil dissolved inorganic carbon
BERVO:0001673,Total soil ammonium + NH3 content
BERVO:0001674,Total soil NO3 + NO2 content
BERVO:0001675,Total soil phosphate content
BERVO:0001676,Fraction of litter to be mixed downward
BERVO:0001677,Soil aluminum content
BERVO:0001678,Soil iron content
BERVO:0001679,Soil calcium content
BERVO:0001680,Soil magnesium content
BERVO:0001681,Soil sodium content
BERVO:0001682,Soil potassium content
BERVO:0001683,Soil sulfate content
BERVO:0001684,Soil chlorine content
BERVO:0001685,Soil aluminum hydroxide content
BERVO:0001686,Soil iron trihydroxide content
BERVO:0001687,Soil calcium carbonate content
BERVO:0001688,Soil calcium sulfate content
BERVO:0001689,Soil aluminum phosphate content
BERVO:0001690,Soil iron phosphate content
BERVO:0001691,Soil calcium hydrogen phosphate content
BERVO:0001692,Soil apatite content
BERVO:0001693,Ca-ammonium Gapon selectivity coefficient
BERVO:0001694,Ca-H Gapon selectivity coefficient
BERVO:0001695,Ca-Al Gapon selectivity coefficient
BERVO:0001696,Ca-Mg Gapon selectivity coefficient
BERVO:0001697,Ca-Na Gapon selectivity coefficient
BERVO:0001698,Ca-K Gapon selectivity coefficient
BERVO:0001699,Salt tracer concentration in rain
BERVO:0001700,Soil aqueous salt content micropore
BERVO:0001701,Exchangeable tracers
BERVO:0001702,Salt precipitate in micropore
BERVO:0001703,Electrical conductivity
BERVO:0001704,Solution ion strength
BERVO:0001705,Solution ion concentration
BERVO:0001706,Salt tracer in macropores
BERVO:0001707,Salt tracer transport thru macropores
BERVO:0001708,Salt tracer transport thru micropores
BERVO:0001709,Number of ions when the salt is fully dissociated
BERVO:0001710,Total dissolved organic carbon micropore-macropore transfer
BERVO:0001711,Total non-salt solute micropore->macropore transfer
BERVO:0001712,Total salt micropore-macropore transfer non-band
BERVO:0001713,Total solute ammonium transformation non-band
BERVO:0001714,Total solute ammonia transformation non-band
BERVO:0001715,Total solute nutrient transformation band
